"You saved the menu.","Menu telah disimpan.",module,MGS_Mmegamenu
"Expand all","Semua expand",module,MGS_Mmegamenu
"Collapse all","Semua collapse",module,MGS_Mmegamenu
"Uncheck all","Semua uncheck",module,MGS_Mmegamenu
"Store Locator","Lokasi Kedai",module,MGS_Mmegamenu
"My Account","Akaun Saya",module,MGS_Mmegamenu
"My Personal Details","Maklumat Peribadi Saya",module,MGS_Mmegamenu
"My Personal Information","Informasi Peribadi Saya",module,MGS_Mmegamenu
"Address Book","Buku Alamat",module,MGS_Mmegamenu
"My Review","Ulasan Saya",module,MGS_Mmegamenu
"My Shopping","Pembelian Saya",module,MGS_Mmegamenu
"My Wishlist","Senarai Hajat Saya",module,MGS_Mmegamenu
"Sign Out","Daftar Keluar",module,MGS_Mmegamenu
"Sign In","Daftar Masuk",module,MGS_Mmegamenu
"item","Item",module,Mageplaza_LayeredNavigation
"items","Item-item",module,Mageplaza_LayeredNavigation
"Shop By","Dibeli Oleh",module,Mageplaza_LayeredNavigation
"Clear All","Kosongkan Semua",module,Mageplaza_LayeredNavigation
"Shopping Options","Pilihan Pembelian",module,Mageplaza_LayeredNavigation
"Incorrect CAPTCHA.","CAPTCHA salah.",module,Mageplaza_SocialLogin
"Data error. Please try again.","Ralat data. Cuba sekali lagi.",module,Mageplaza_SocialLogin
"Please make sure your passwords match.","Pastikan kata laluan anda sepadan.",module,Mageplaza_SocialLogin
"You must confirm your account. Please check your email for the confirmation link or <a href=""%1"">click here</a> for a new link.","Anda perlu mengesahkan akaun anda. Sila periksa e-mel untuk pautan pengesahan atau  <a href=""%1"">klik sini/a> untuk pautan baharu.",module,Mageplaza_SocialLogin
"Create an account successfully. Please wait...","Pembukaan akaun telah berjaya. Sila tunggu…",module,Mageplaza_SocialLogin
"There is already an account with this email address. If you are sure that it is your email address, <a href=""%1"">click here</a> to get your password and access your account.","Terdapat akaun berdaftar dengan alamat e-mel ini. Jika anda pasti ini adalah e-mel anda, <a href=""%1"">klik sini</a> untuk mengakses akaun anda dan dapatkan kata laluan",module,Mageplaza_SocialLogin
"We can't save the customer.","Kami tidak boleh menyimpan pelanggan ini.",module,Mageplaza_SocialLogin
"Please correct the email address.","Sila betulkan alamat e-mel.",module,Mageplaza_SocialLogin
"If there is an account associated with %1 you will receive an email with a link to reset your password.","Jika terdapat akaun yang berkaitan dengan anda %1 anda akan menerima e-mel dengan pautan untuk menetap semula kata laluan anda.",module,Mageplaza_SocialLogin
"We're unable to send the password reset email.","Kami tidak dapat menghantar e-mel untuk menetap semula kata laluan.",module,Mageplaza_SocialLogin
"New User","Pengguna Baru",module,Mageplaza_SocialLogin
"Email is Null, Please enter email in your %1 profile","E-mel tidak diisi. Sila masukkan e-mel anda ke dalam profil %1",module,Mageplaza_SocialLogin
"Ooophs, we got an error: %1","Ooophs, terdapat ralat: %1",module,Mageplaza_SocialLogin
"Customer Login Page","Halaman Log Masuk Pelanggan",module,Mageplaza_SocialLogin
"Customer Create Page","Cipta Halaman Pelanggan",module,Mageplaza_SocialLogin
"Social Popup Login","Daftar Masuk Menu Popup Sosial",module,Mageplaza_SocialLogin
"Customer Authentication Popup","Menu Popup Pengesahan Pelanggan",module,Mageplaza_SocialLogin
"Login By %1","Log Masuk Oleh %1",module,Mageplaza_SocialLogin
"Sign in with %1","Daftar Masuk dengan %1",module,Mageplaza_SocialLogin
"Sign In","Daftar Masuk",module,Mageplaza_SocialLogin
"Registered Customers","Pelanggan Berdaftar",module,Mageplaza_SocialLogin
"* Required Fields","* Maklumat diperlukan",module,Mageplaza_SocialLogin
"Email","E-mel",module,Mageplaza_SocialLogin
"Password","Kata laluan",module,Mageplaza_SocialLogin
"Login","Log Masuk",module,Mageplaza_SocialLogin
"Forgot Your Password?","Terlupa Kata Laluan Anda?",module,Mageplaza_SocialLogin
"Create New Account?","Cipta Akaun Baru?",module,Mageplaza_SocialLogin
"Or Sign In With","Atau Daftar Masuk Dengan",module,Mageplaza_SocialLogin
"Create New Account","Cipta Akaun Baru",module,Mageplaza_SocialLogin
"Sign Up for Newsletter","Daftar untuk Surat Berita",module,Mageplaza_SocialLogin
"Address Information","Maklumat Alamat",module,Mageplaza_SocialLogin
"Company","Syarikat",module,Mageplaza_SocialLogin
"Mobile Number","Nombor telefon bimbit",module,Mageplaza_SocialLogin
"Street Address","Alamat Jalan",module,Mageplaza_SocialLogin
"Address","Alamat",module,Mageplaza_SocialLogin
"Street Address %1","Alamat Jalan %1",module,Mageplaza_SocialLogin
"City","Bandar",module,Mageplaza_SocialLogin
"State/Province","Negeri/Wilayah",module,Mageplaza_SocialLogin
"Please select a region, state or province.","Sila pilih kawasan, negeri atau wilayah.",module,Mageplaza_SocialLogin
"Zip/Postal Code","Nombor Poskod/Zip",module,Mageplaza_SocialLogin
"Country","Negara",module,Mageplaza_SocialLogin
"Confirm Password","Sahkan Kata Laluan",module,Mageplaza_SocialLogin
"Create an Account","Cipta Akaun",module,Mageplaza_SocialLogin
"Back","Kembali",module,Mageplaza_SocialLogin
"Forgot Password","Terlupa Kata Laluan",module,Mageplaza_SocialLogin
"Please enter your email address below to receive a password reset link.","Sila masukkan alamat e-mel anda di bawah untuk menerima pautan penetapan semula kata laluan.",module,Mageplaza_SocialLogin
"Submit","Hantar",module,Mageplaza_SocialLogin
"Go back","Kembali ke belakang",module,Mageplaza_SocialLogin
"General Instructions","Arahan khusus",module,Magestore_Storelocator
"General Information","Informasi khusus",module,Magestore_Storelocator
"Holiday Name","Nama Percutian",module,Magestore_Storelocator
"Date Start","Tarikh Mula",module,Magestore_Storelocator
"Date End","Tarikh Akhir",module,Magestore_Storelocator
"Comment","Komen",module,Magestore_Storelocator
"General information","Informasi khusus",module,Magestore_Storelocator
"Holiday Information","Informasi percutian",module,Magestore_Storelocator
"Stores of Holiday","Kedai dibuka semasa Percutian",module,Magestore_Storelocator
"Save Schedule","Simpan Jadual",module,Magestore_Storelocator
"Schedule Name","Nama Jadual",module,Magestore_Storelocator
". ' Status'",".'Status'",module,Magestore_Storelocator
"Open Time","Waktu Dibuka",module,Magestore_Storelocator
"Open Break Time","Waktu Berehat Dibuka",module,Magestore_Storelocator
"Close Break Time","Waktu Berehat Ditutup",module,Magestore_Storelocator
"Close Time","Waktu Ditutup",module,Magestore_Storelocator
"Schedule Information","Informasi jadual",module,Magestore_Storelocator
"Stores of Schedule","Jadual Kedai",module,Magestore_Storelocator
"Save Special day","Simpan Hari Istimewa",module,Magestore_Storelocator
"Special day Name","Nama Hari Istimewa",module,Magestore_Storelocator
"Special day Information","Informasi Hari Istimewa",module,Magestore_Storelocator
"Stores of Special day","Kedai dibuka semasa Hari Istimewa",module,Magestore_Storelocator
"Save Store","Simpan Kedai",module,Magestore_Storelocator
"Store Name","Nama Kedai",module,Magestore_Storelocator
"Description","Deskripsi",module,Magestore_Storelocator
"Status","Status",module,Magestore_Storelocator
"Store Views","Lihat Kedai",module,Magestore_Storelocator
"Store Switch","Tukar Kedai",module,Magestore_Storelocator
"-------- Please select a Store --------","-------- Sila pilih kedai --------",module,Magestore_Storelocator
"Store's Link","Pautan Kedai",module,Magestore_Storelocator
"Sort Order","Pesanan Disusun",module,Magestore_Storelocator
"Contact Information","Maklumat Untuk Dihubungi",module,Magestore_Storelocator
"Phone Number","Nombor Telefon",module,Magestore_Storelocator
"Email Address","Alamat E-mel",module,Magestore_Storelocator
"Fax Number","Nombor faks",module,Magestore_Storelocator
"Meta Information","Informasi Meta",module,Magestore_Storelocator
"URL Key","Kunci URL",module,Magestore_Storelocator
"Meta Title","Tajuk Meta",module,Magestore_Storelocator
"Meta Keywords","Kata kunci Meta",module,Magestore_Storelocator
"Meta Description","Deskripsi Meta",module,Magestore_Storelocator
"Location Information","Maklumat Lokasi",module,Magestore_Storelocator
"Address","Alamat",module,Magestore_Storelocator
"City","Bandar",module,Magestore_Storelocator
"Zip Code","Nombor Poskod/Zip",module,Magestore_Storelocator
"Country","Negara",module,Magestore_Storelocator
"State/Province","Negeri/Wilayah",module,Magestore_Storelocator
"Latitude","Latitud",module,Magestore_Storelocator
"Longitude","Longitud",module,Magestore_Storelocator
"Zoom Level","Tahap Zoom",module,Magestore_Storelocator
"Marker Icon","Penanda Ikon",module,Magestore_Storelocator
"Store Map","Peta Kedai",module,Magestore_Storelocator
"Google Map Location","Lokasi Peta Google",module,Magestore_Storelocator
"Image Gallery","Galeri Gambar",module,Magestore_Storelocator
"Time Schedule","Jadual Masa",module,Magestore_Storelocator
"Schedule","Jadual",module,Magestore_Storelocator
"-------- Please select a Schedule --------","Sila pilih Jadual",module,Magestore_Storelocator
"Schedule Table","Jadual Waktu",module,Magestore_Storelocator
"Click here","Klik sini",module,Magestore_Storelocator
"to go to page create new schedule.","pergi ke halaman untuk cipta jadual baru",module,Magestore_Storelocator
"Store's Schedule","Jadual Kedai",module,Magestore_Storelocator
"Open","Buka",module,Magestore_Storelocator
"Close","Tutup",module,Magestore_Storelocator
"Monday","Isnin",module,Magestore_Storelocator
"Tuesday","Selasa",module,Magestore_Storelocator
"Wednesday","Rabu",module,Magestore_Storelocator
"Thursday","Khamis",module,Magestore_Storelocator
"Friday","Jumaat",module,Magestore_Storelocator
"Saturday","Sabtu",module,Magestore_Storelocator
"Sunday","Ahad",module,Magestore_Storelocator
"Store Information","Maklumat Kedai",module,Magestore_Storelocator
"Closed","Ditutup",module,Magestore_Storelocator
"Sun","Ahad",module,Magestore_Storelocator
"Mon","Isnin",module,Magestore_Storelocator
"Tue","Selasa",module,Magestore_Storelocator
"Wed","Rabu",module,Magestore_Storelocator
"Thur","Khamis",module,Magestore_Storelocator
"Fri","Jumaat",module,Magestore_Storelocator
"Sat","Sabtu",module,Magestore_Storelocator
"Default","Gagal",module,Magestore_Storelocator
"Distance","Jarak",module,Magestore_Storelocator
"Alphabetical order","Mengikut abjad",module,Magestore_Storelocator
"None","Tiada",module,Magestore_Storelocator
"State/ Province","Negeri/Wilayah",module,Magestore_Storelocator
"Miles","Batu",module,Magestore_Storelocator
"Kilometers","Kilometer",module,Magestore_Storelocator
"Get Directions","Tunjukkan Arah",module,Magestore_Storelocator
"Go","Pergi",module,Magestore_Storelocator
"Store list","Senarai Kedai",module,Magestore_Storelocator
"Prev","Sebelum",module,Magestore_Storelocator
"Next","Kemudian",module,Magestore_Storelocator
"Search by distance","Cari ikut jarak",module,Magestore_Storelocator
"Search by area","Cari ikut kawasan",module,Magestore_Storelocator
"Enter a location...","Masukkan lokasi…",module,Magestore_Storelocator
"Reset","Menetap semula",module,Magestore_Storelocator
"Select Country","Pilih Negara",module,Magestore_Storelocator
"Select country","Pilih negara",module,Magestore_Storelocator
"Select All","Pilih Semua",module,Magestore_Storelocator
"Unmark All","Semua Tidak Bertanda",module,Magestore_Storelocator
"Store Infomation","Maklumat Kedai",module,Magestore_Storelocator
"Address:","Alamat:",module,Magestore_Storelocator
"Phone:","Telefon:",module,Magestore_Storelocator
"Fax:","Faks:",module,Magestore_Storelocator
"Email:","E-mel:",module,Magestore_Storelocator
"Link:","Link:",module,Magestore_Storelocator
"Opening hours","Waktu operasi",module,Magestore_Storelocator
"Special Days","Hari Istimewa",module,Magestore_Storelocator
"Holidays","Cuti Umum",module,Magestore_Storelocator
"More Views","Lebih Paparan",module,Magestore_Storelocator
"Images of %1","Imej %1",module,Magestore_Storelocator
"View all images of %1","Lihat semua imej %1",module,Magestore_Storelocator
"Comments","Komen",module,Magestore_Storelocator
"Hover","Hover",module,WeltPixel_Quickview
"Click","Klik",module,WeltPixel_Quickview
"=TRUE()","BETUL",module,WeltPixel_Quickview
"=FALSE()","SALAH",module,WeltPixel_Quickview
"Quickview","Paparan Pantas",module,WeltPixel_Quickview
"Add to Wishlist","Tambah ke Senarai Hajat",module,WeltPixel_Quickview
"Something went wrong.","Terdapat ralat",module,WeltPixel_Quickview
"Please login before adding product to wishlist.","Sila log masuk sebelum menambah produk ke senarai hajat.",module,WeltPixel_Quickview
"Go To Product","Pergi Ke Produk",module,WeltPixel_Quickview
"Add to Cart","Tambah ke Troli",module,WeltPixel_Quickview
"Qty","Kuantiti",module,WeltPixel_Quickview
"Loading...","Pemuatan…"
"We received your order!","Kami telah menerima pesanan anda!"
"Your order number is: %1.","Nombor pesanan anda adalah: %1"
"Your order # is: <span>%1</span>.","Pesanan anda adalah #: <span>%1</span>."
"Click %1 to continue shopping.","Klik %1 untuk teruskan pembelian."
"Your rose points will be updated after the order is shipped. To track your order, visit <a href=""%1"" class=""order-number"">my orders.</a>","Mata ganjaran anda akan dikemas kini selepas pesanan anda dihantar. Untuk menjejak pesanan anda, layari <a href=""%1"" class=""order-number"">pesanan saya.</a>"
"My Account","Akaun Saya"
"Register","Daftar"
"My Personal Details","Maklumat Peribadi Saya"
"My Personal Information","Informasi Peribadi Saya"
"Address Book","Buku Alamat"
"My Review","Ulasan Saya"
"My Shopping","Senarai Pembelian Saya"
"My Wishlist","Senarai Hajat Saya"
"Sign Out","Daftar Keluar"
"Sign In","Daftar Masuk"
"New Member Register","Pendaftaran Ahli Baru"
"Elite Rewards","Ganjaran Elit"
"Store Locator","Lokasi Kedai"
"Please type the letters below","Sila taip abjad berikut"
"Reload captcha","Muat semula captcha"
"<i class=""fa fa-refresh"" aria-hidden=""true""></i>","<i class=""fa fa-refresh"" aria-hidden=""true""></i>"
"<strong>Attention</strong>: Captcha is case sensitive.","<strong>Perhatian</strong>: Captcha adalah sensitif pada huruf."
"We can't find products matching the selection.","Kami tidak dapat mencari produk yang sesuai dengan pencarian."
"quick shop","beli cepat"
"discover","temui"
"Add to Cart","Tambah ke Troli"
"In stock","Ada stok"
"Out of stock","Tiada stok"
"Add to Compare","Tambah untuk Membandingkan"
"Related Products","Produk-Produk Berkaitan"
"We found other products you might like!","Kami menemui produk-produk lain yang mungkin anda suka!"
"More Choices:","Lebih Pilihan:"
"New Products","Produk Baru"
"Check items to add to the cart or","Pilih item untuk ditambah ke dalam troli atau"
"select all","pilih semua"
"The Perfect Routine","Rutin Sempurna"
"%1 Product","Produk %1"
"%1 Products","Produk-Produk %1"
"Show","Tunjuk"
"per page","setiap halaman"
"Sort By","Susun Mengikut"
". "" (A -> Z)",". "" (A -> Z)"
". "" (Low -> High)",". "" (Rendah -> Tinggi)"
". "" (Z -> A)",". "" (Z -> A)"
". "" (High -> Low)",". "" (Tinggi -> Rendah)"
"View as","Lihat sebagai"
"Qty","Kuantiti"
"Out of Stock","Tiada stok"
"in stock","ada stok"
"out stock","tiada stok"
"Add to Wish List","Tambah ke Senarai Hajat"
"Description","Deskripsi"
"About this Fragrance","Tentang Haruman ini"
"Fragrance Notes","Nota Haruman"
"Tips","Tip"
"Benefits","Kebaikan"
"Features","Ciri-ciri"
"How to","Bagaimana untuk"
"* Required Fields","*Maklumat Diperlukan"
"You may also like","Anda juga mungkin suka"
"Reviews","Ulasan"
"Read More","Baca Lagi"
"Learn More","Ketahui Lagi"
"There are %1 results found for: ""%2","Hasil %1 yang ditemui: ""%2"
"Product (%1)","Produk (%1)"
"<a href=""%1"" onclick=""this.target='_blank'"" class=""print"">Print receipt</a>","<a href=""%1"" onclick=""this.target='_blank'"" class=""print"">Print receipt</a>"
"Back To Shopping","Kembali Membeli"
"Your Shopping Cart","Troli Pembelian Anda"
"Items","Item-Item"
"WANT TO EDIT YOUR ENGRAVED MESSAGE?","MAHU MENGUBAH MESEJ YANG TELAH DIUKIR?"
"Remove the item from your shopping bag.","Keluarkan item daripada beg pembelian anda."
"Go back to the product page and select","Kembali ke halaman produk dan pilih"
" to enter your new message.","untuk masukkan mesej baru."
"Re-add the item to your bag.","Masukkan semula item ke dalam beg anda."
"May You Also Like","Anda Juga Mungkin Suka"
"-1%","-1%"
"Apply Discount Code","Masukkan Kod Diskaun"
"Promo Code","Kod Promo"
"Enter discount code","Masukkan kod diskaun"
"Apply Discount","Guna Diskaun"
"Apply","Guna"
"Cancel","Batal"
"Shopping Cart Items","Item Troli Pembelian"
"Your Products","Produk-Produk Anda"
"Quantity","Kuantiti"
"Price","Harga"
"Continue Shopping","Teruskan Membeli"
"Clear Shopping Cart","Kosongkan Troli Pembelian"
"Update Shopping Cart","Kemas kini Troli Pembelian"
"Update Cart","Kemas kini Troli"
"Item","Item"
"SKU","SKU"
"free-item","item-percuma"
"ships in ' . . ' business days","dihantar dalam '..' hari bekerja"
"ships in ' . . '-' . . ' business days","dihantar dalam '..'-'..' hari bekerja"
"See price before order confirmation.","Lihat harga sebelum mengesahkan pesanan."
"What's this?","Apakah ini?"
"Edit item parameters","Ubah parameter item"
"Edit","Ubah"
"Remove item","Keluarkan item"
"Remove","Padam"
"My Bag","Beg Saya"
"Back to shop","Kembali untuk membeli"
"Your shopping cart <span>is empty</span>","Troli pembelian anda <span>kosong</span>"
"Estimate Tax","Cukai Anggaran"
"Tax","Cukai"
"Estimate","Anggaran"
"Excl. Tax","Tidak Termasuk Cukai"
"An error occurred in the process of payment","Ralat semasa proses pembayaran"
"Your Order no #","No Pesanan Anda #"
"<a href=""%1"">Continue Shopping</a>","<a href=""%1"">Teruskan Membeli</a>"
"Secure Checkout","Semak Keluar Dijamin"
"Product Name","Nama Produk"
"Incl. Tax","Termasuk Cukai"
"Subtotal","Jumlah Kecil"
"We'll email you an order confirmation with details and tracking info.","Kami akan menghantar e-mel pengesahan pesanan anda bersama maklumat dan info jejakan."
"Special Price","Harga Istimewa"
"Regular Price","Harga Biasa"
"Name","Nama"
"Email","E-mel"
"Mobile Number","Nombor Telefon Bimbit"
"Comment","Komen"
"What‚Äôs on your mind?","Apa Äôs dalam fikiran anda?"
"Submit","Hantar"
"Manage Addresses","Kendalikan Alamat"
"Default Billing Address","Tiada Alamat Bil"
"Edit Address","Edit Alamat"
"Default Shipping Address","Tiada Alamat Penghantaran"
"Discover Lanc√¥me","Kenali Lanc√¥me"
"Discover Lancôme","Kenali Lancôme"
"Account Information","Maklumat Akaun"
"Contact Information","Maklumat Untuk Dihubungi"
"Change Password","Tukar Kata Laluan"
"Newsletters","Surat Berita"
"You subscribe to ""General Subscription"".","Anda telah melanggan ""Langganan Khusus""."
"You don't subscribe to our newsletter.","Anda tidak melanggan surat berita kami."
"Bonjour Beauty","Bonjour Cantik"
"Welcome to your beauty space: find all your Elite rewards happy moments and new rewards to unlock!","Selamat datang ke dunia kecantikan: lihat kesemua ganjaran Elit anda yang menggembirakan dan ganjaran baru untuk dimiliki!"
"My Orders","Pesanan-Pesanan Saya"
"My Reviews","Ulasan Saya"
"My Rewards","Ganjaran Saya"
"My Redemption","Penembusan Saya"
"Redemption - Coming Soon","Penembusan - Akan Datang"
"My Addresses","Alamat Saya"
"Additional Address","Alamat Tambahan"
"√ó Remove","√ó Keluarkan"
"Add New Address","Tambah Alamat Baru"
"Add","Tambah"
"Company","Syarikat"
"Fax","Faks"
"Address","Alamat"
"Street Address","Alamat Jalan"
"Street Address %1","Alamat Jalan %1"
"Street Address 3","Alamat Jalan 3"
"City","Bandar"
"Country","Negara"
"State/Province","Negeri/Wilayah"
"Please select a region, state or province.","Sila pilih kawasan, negeri atau wilayah."
"Zip/Postal Code","Kod Poskod/Zip"
"Valid Malaysia Mobile No. eg.0121122345","Nombor Telefon Bimbit Malaysia Yang Sah .cth.0121122345"
"It's a default billing address.","Adalah alamat surat-menyurat tetap."
"Use as my default billing address","Gunakan sebagai alamat surat-menyurat saya."
"It's a default shipping address.","Adalah alamat penghantaran tetap."
"Use as my default shipping address","Guna sebagai alamat penghantaran tetap"
"Save Address","Simpan Alamat"
"Go back","Kembali"
"Change my password","Tukar kata laluan saya"
"Your Account Information","Maklumat Akaun Saya"
"Mobile Phone useful for delivery","Nombor Telefon Bimbit yang digunakan untuk penghantaran"
"Date of birth","Tarikh lahir"
"Enter your current password","Masukkan kata laluan semasa anda"
"Mobile Phone","Telefon Bimbit"
"useful for delivery.","berguna untuk penghantaran."
"Month","Bulan"
"Day","Hari"
"Year","Tahun"
"It will be our pleasure to send you a surprise <br/> on your birthday","Kami amat berbesar hati untuk menghantar kejutan <br/> sempena hari jadi anda"
"Change Email","Tukar E-mel"
"Please follow the instructions","Sila ikuti arahan berikut"
"Enter your current password:","Masukkan kata laluan semasa anda:"
"Enter your new password:","Masukkan kata laluan baru anda:"
"Password strength","Kekuatan kata laluan"
"No password","Tiada kata laluan"
"Confirm your new password:","Sahkan kata laluan baru anda:"
"File must be .png, .jpg or .jpeg and less than 4MB in size.","Fail mestilah dalam bentuk .png, .jpg atau .jpeg dan kurang daripada saiz 4MB."
"Upload","Muat naik"
"Save Changes","Simpan Perubahan"
"Your interests","Minat Anda"
"Makeup","Mekap"
"No","Tidak"
"Yes","Ya"
"Skincare","Produk Penjagaan Kulit"
"Fragrance","Haruman"
"Save","Simpan"
"Maximum length of this field must be equal or less than 10 symbols.","Kepanjangan ruang ni mestilah sama atau kurang daripada 10 simbol."
"Change Email and Password","Tukar E-mel dan Kata Laluan"
"Forgotten your password?","Terlupa kata laluan?"
"Provide your account email to receive a password reset email.","Berikan alamat e-mel untuk menerima e-mel penetapan semula kata laluan"
"Send","Hantar"
"SIGN IN","DAFTAR MASUK"
"Email Address","Alamat E-mel"
"Password","Kata Laluan"
"Login","Log Masuk"
"Forgot your password?","Terlupa kata laluan?"
"Registered Member","Ahli Berdaftar"
"If you have an account, please log in for faster checkout.","Jika anda mempunyai akaun, sila log masuk untuk semak keluar dengan pantas."
"Forgot Your Password?","Terlupa Kata Laluan Anda?"
"Remember me","Ingat saya"
"Or With Email","Atau Dengan E-mel"
"Your email","E-mel Anda"
"Forgot password?","Terlupa kata laluan?"
"* Mandatory field","*Ruang Wajib"
"It will be our pleasure to send you a surprise on your birthday.","Kami amat berbesar hati untuk menghantar kejutan sempena hari jadi anda."
"Confirm Email","E-mel Pengesahan"
"We will only use your email address to send you information about this order.","Kami hanya akan menggunakan alamat e-mel anda untuk menghantar informasi mengenai pesanan ini."
"Confirm Password","Sahkan Kata Laluan"
"NRIC","NO.KP"
"Passport Number","Nombor Passport"
"NRIC or Passport Number*","NO.KP atau Passport*"
"NRIC is required for collection of Lanc√¥me Yours rose points","NO.KP diperlukan untuk mengumpul mata ros Lanc√¥me Yours"
"NRIC is required for collection of Lancôme Yours rose points","NO.KP diperlukan untuk mengumpul mata ros Lancôme Yours"
"Address line 1","Alamat baris 1"
"Address line 2","Alamat baris 2"
"Address line 3","Alamat baris 3"
"Address line %1","Alamat baris %1"
"Postal Code","Kod Poskod"
"DATA PROTECTION AND PRIVACY POLICY NOTICE","NOTIS POLISI PRIVASI DAN PERLINDUNGAN DATA"
"* I hereby consent to the Processing of my Personal Data for the above Purpose and agree to the terms in this Data Protection and Privacy Policy Notice.","* Dengan ini saya bersetuju dengan Pemprosesan Data Peribadi saya untuk tujuan di atas dan bersetuju dengan terma dalam Notis Polisi Privasi dan Perlindungan Data"
"You need to accept the Terms and Conditions to create your account.","Anda perlu bersetuju dengan Terma dan Syarat untuk mencipta akaun anda."
"Terms & Conditions | Privacy Policy","Terma & Syarat | Polisi Privasi"
"Create an Account","Cipta Akaun"
"Create An Account","Cipta Akaun"
"Gender","Jantina"
"Title","Pangkat"
"item","item"
"items","item-item"
"Shop By","Membeli Dengan"
"Shopping Options","Pilihan Pembelian"
"Refine Your Search","Tapis Pencarian Anda"
"Add more Beauty to your Email","Tambah berita Kecantikan pada E-mel anda"
"Sign Up for Our Newsletter:","Daftar Untuk Surat Berita Kami"
"Ok","Ok"
"I accept the Privacy Policy","Saya bersetuju dengan Polisi Privasi"
"This is a required field.","Ini adalah ruang yang diperlukan"
"or","atau"
"Checkout with PayPal","Bayar dengan PayPal"
"Average Customer Rating:","Purata Penilaian Pelanggan"
"Your Review","Ulasan Anda"
"Submitted on %1","Dihantar pada %1"
"Back to My Reviews","Kembali ke Ulasan Saya"
"You're reviewing:","Anda sedang melihat:"
"Your Rating","Penilaian Anda"
"Please select one of each of the ratings above.","Sila pilih salah satu daripada penilaian di atas."
"%1 %2","%1 %2"
"Nickname","Nama timangan"
"Summary","Rumusan"
"Review","Ulasan"
"Submit Review","Hantar Ulasan"
"Only registered users can write reviews. Please <a href=""%1"">Sign in</a> or <a href=""%2"">create an account</a>","Hanya pengguna berdaftar boleh menulis ulasan. Sila <a href=""%1"">Daftar masuk</a> or <a href=""%2"">cipta akaun anda</a>"
"Rating","Penilaian"
"Be the first to review","Jadi yang pertama untuk mengulas"
"Review by","Diulas oleh"
"show more reviews","lihat ulasan-ulasan lain"
"Write a Review","Tulis Ulasan"
"SHOW LESS REVIEW","TUNJUK SEDIKIT ULASAN"
"SHOW MORE REVIEW","TUNJUK BANYAK ULASAN"
"Gift Message","Mesej Hadiah"
"From:","Daripada:"
"To:","Kepada:"
"Message:","Mesej:"
"View","Lihat"
"Order date:","Tarikh pesanan:"
"Order status:","Status pesanan:"
"Order number:","Nombor pesanan:"
"Elite Member:","Ahli Elit:"
"Shipped to:","Dihantar kepada:"
"Items:","Item-item:"
"Order total:","Jumlah pesanan:"
"Collection Counter:","Kaunter Koleksi:"
"Collection Date:","Tarikh Koleksi:"
"You have placed no orders.","Anda tidak meletakkan sebarang pesanan"
"Your shopping cart","Troli pembelian anda"
"Order information","Maklumat pesanan"
"Date ordered","Maklumat tarikh pesanan"
"Order Number","Nombor Pesanan"
"Billing address","Alamat surat-menyurat"
"Payment method","Kaedah pembayaran"
"Order Information","Maklumat Pesanan"
"Shipping Address","Alamat surat-menyurat"
"Shipping Method","Kaedah Penghantaran"
"No shipping information available","Maklumat penghantaran tidak boleh didapati"
"Billing Address","Alamat Surat-menyurat"
"Payment Method","Kaedah Pembayaran"
"Status","Status"
"Close","Tutup"
"From","Daripada"
"To","Ke"
"( ' . . ' of Loyalty Points have been redeemed successfully. )","('..' Mata Kesetiaan telah berjaya ditebus.)"
"Items Ordered","item-item Pesanan"
"Color","Warna"
"Recent Orders","Pesanan Terkini"
"View All","Lihat Kesemuanya"
"Order #","Pesanan #"
"Date","Tarikh"
"Ship To","Hantar Ke"
"Order Total","Jumlah Pesanan"
"Action","Tindakan"
"Actions","Tindakan-Tindakan"
"Reorder","Pesan kembali"
"View Order","Lihat Pesanan"
"Gift Message for This Order","Tinggalkan Mesej pada Pesanan Ini"
"< All my orders","< Kesemua pesanan saya"
"Shipping to","Hantar Ke"
"I'm looking for...","Saya hendak mencari..."
"Search","Cari"
"I\m looking for...","Saya hendak mencari..."
"Your Search","Pencarian Anda"
"There are no search terms available.","Tiada istilah pencarian yang boleh didapati."
"More shades","Lebih banyak warna"
"Less shades","Kurang warna"
"Cookies","Cookies"
"My account","Akaun saya"
"Welcome","Selamat Datang"
"Wishlist","Senarai Hajat"
"Contact information","Maklumat Untuk Dihubungi"
"Address book","Buku alamat"
"Your Privileges","Keistimewaan Anda"
"Complimentary gift, deluxe samples and invitation to members-only shop- ping events.","Hadiah sagu hati, sampel mewah dan jemputan ke acara khas untuk ahli pembelian sahaja."
"Exclusive offers for suscribers","Tawaran-tawaran eksklusif untuk pelanggan"
"Brand new previews","Pratonton jenama baru"
"Back","Kembali"
"focus on","fokus pada"
"Shop Now","Beli Sekarang"
"essentials","penting"
"Focus On","Fokus Pada"
"video play","mainkan video"
"view all","lihat kesemuanya"
"make her amile","buat dia tersenyum"
"egift card","kad hadiah elektronik"
"Give the gift that keeps on beautifying.","Berikan hadiah untuk mengekalkan kecantikan"
"fing the perfect gift","cari hadiah yang sempurna"
"gift finder","pencari hadiah"
"Spoil your loved ones - or yourself! - With the perfect gift.","Manjakan orang tersayang - atau diri anda sendiri! - Dengan hadiah yang sempurna."
"start now","mula sekarang"
"make it unique","jadikannya unik"
"personnalize engraving","ukiran peribadi"
"The perfect routine","Rutin sempurna"
"Add to Wishlist","Tambah ke Senarai Hajat"
"Remove Item","Keluarkan Item"
